"Korean Name","English Name","Searched Eng Name","Functions"
"아프리카스파이더플라워잎추출물","Cleome Gynandra Leaf Extract","CLEOME GYNANDRA LEAF/STEM EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"안젤리카뿌리추출물","Angelica Archangelica Root Extract","ANGELICA ARCHANGELICA ROOT EXTRACT","FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"안펠티옵시스 콩킨나추출물","Ahnfeltiopsis Concinna Extract","AHNFELTIOPSIS CONCINNA EXTRACT","SKIN CONDITIONING"
"안하이드로자일리톨","Anhydroxylitol","ANHYDROXYLITOL","HUMECTANT | SKIN CONDITIONING"
"알-소폴리펩타이드-1","r-Bovine Polypeptide-1","R-BOVINE POLYPEPTIDE-1","SKIN CONDITIONING"
"알라닌","Alanine","ALANINE","ANTISTATIC | HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING"
"알라닐글루타민","Alanyl Glutamine","ALANYL GLUTAMINE","HUMECTANT | SKIN CONDITIONING"
"알란토인","Allantoin","ALLANTOIN PABA","SKIN CONDITIONING | UV ABSORBER"
"알로에베라꽃추출물","Aloe Barbadensis Flower Extract","ALOE BARBADENSIS FLOWER EXTRACT","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"알로에베라잎수","Aloe Barbadensis Leaf Water","ALOE BARBADENSIS LEAF WATER","FRAGRANCE"
"알로에베라잎즙","Aloe Barbadensis Leaf Juice","ALOE BARBADENSIS LEAF JUICE","SKIN CONDITIONING"
"알로에베라잎즙가루","Aloe Barbadensis Leaf Juice Powder","LACTOBACILLUS/ALOE BARBADENSIS LEAF JUICE POWDER FERMENT FILTRATE","SKIN CONDITIONING - MISCELLANEOUS"
"알로에베라잎폴리사카라이드","Aloe Barbadensis Leaf Polysaccharides","ALOE BARBADENSIS LEAF POLYSACCHARIDES","SKIN CONDITIONING - EMOLLIENT | FILM FORMING | HUMECTANT | SKIN CONDITIONING"
"알로에베라추출물","Aloe Barbadensis Extract","ALOE BARBADENSIS LEAF EXTRACT","SKIN CONDITIONING - EMOLLIENT | HUMECTANT | ORAL CARE | SKIN CONDITIONING"
"알로에잎추출물","Aloe Arborescens Leaf Extract","ALOE ARBORESCENS LEAF EXTRACT","MOISTURISING | SKIN CONDITIONING | SOOTHING"
"알루미나","Alumina","ALUMINA","ABRASIVE | ABSORBENT | ANTICAKING | BULKING | OPACIFYING | VISCOSITY CONTROLLING"
"알루미늄글리시네이트","Aluminum Glycinate","ALUMINUM GLYCINATE","ASTRINGENT | BUFFERING"
"알루미늄다이스테아레이트","Aluminum Distearate","ALUMINUM STEARATES","ANTICAKING | SKIN CONDITIONING - EMOLLIENT | EMULSION STABILISING | OPACIFYING | VISCOSITY CONTROLLING"
"알루미늄미리스테이트","Aluminum Myristate","ALUMINUM MYRISTATE","ANTICAKING | EMULSION STABILISING | VISCOSITY CONTROLLING"
"알루미늄수크로오스옥타설페이트","Aluminum Sucrose Octasulfate","ALUMINUM SUCROSE OCTASULFATE","SKIN CONDITIONING"
"알루미늄스테아레이트","Aluminum Stearate","ALUMINUM STEARATE","ANTICAKING | COLORANT | EMULSION STABILISING | VISCOSITY CONTROLLING"
"알루미늄전분옥테닐석시네이트","Aluminum Starch Octenylsuccinate","ALUMINUM STARCH OCTENYLSUCCINATE","ABSORBENT | ANTICAKING | VISCOSITY CONTROLLING"
"알루미늄하이드록사이드","Aluminum Hydroxide","SODIUM/ALUMINUM HYDROXIDE/OXALATE/SULFATE","ABRASIVE | ABSORBENT | BULKING | DEODORANT | HUMECTANT | OPACIFYING"
"알바수련꽃추출물","Nymphaea Alba Flower Extract","NYMPHAEA ALBA FLOWER EXTRACT","SKIN CONDITIONING | TONIC"
"알바수련뿌리추출물","Nymphaea Alba Root Extract","NYMPHAEA ALBA ROOT EXTRACT","SKIN CONDITIONING"
"알바프리지어추출물","Freesia Alba Flower Extract","FREESIA ALBA FLOWER EXTRACT","SKIN CONDITIONING"
"알부틴","Arbutin","FREESIA ALBA FLOWER EXTRACT","SKIN CONDITIONING"
"알에이치-올리고펩타이드-1","rh-Oligopeptide-1,Human Oligopeptide-1","TRANSGENIC TOBACCO RH-OLIGOPEPTIDE-1","SKIN PROTECTING"
"알에이치-올리고펩타이드-2","rh-Oligopeptide-2","SILKWORM RH-OLIGOPEPTIDE-2","SKIN CONDITIONING"
"알에이치-폴리펩타이드-1","rh-Polypeptide-1","RH-POLYPEPTIDE-60","REDUCING | SKIN CONDITIONING"
"알에이치-폴리펩타이드-2","rh-Polypeptide-2","RH-POLYPEPTIDE-2","SKIN CONDITIONING"
"알에이치-폴리펩타이드-3","rh-Polypeptide-3","ETHYL CARBAZIDO HYALURONATE RH-POLYPEPTIDE-3","ANTIOXIDANT | HUMECTANT"
"알지닉애씨드","Alginic Acid","ALGINIC ACID","BINDING | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"알지닌","Arginine","ARGININE","ANTISTATIC | HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING"
"알지닌글루타메이트","Arginine Glutamate","ARGININE GLUTAMATE","HAIR CONDITIONING | SKIN CONDITIONING"
"알지닌에이치씨엘","Arginine HCl","ARGININE HCL","SKIN CONDITIONING"
"알지닌페룰레이트","Arginine Ferulate","ARGININE FERULATE","SKIN CONDITIONING"
"알진","Algin","ALGIN","BINDING | FRAGRANCE | VISCOSITY CONTROLLING"
"알칼리게네스폴리사카라이드","Alcaligenes Polysaccharides","ALCALIGENES POLYSACCHARIDES","SKIN CONDITIONING - EMOLLIENT | EMULSION STABILISING | HUMECTANT | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"알테로모나스발효추출물","Alteromonas Ferment Extract","ALTEROMONAS FERMENT EXTRACT","SKIN CONDITIONING"
"알파-글루칸올리고사카라이드","Alpha-Glucan Oligosaccharide","ALPHA-GLUCAN OLIGOSACCHARIDE","CLEANSING | SKIN CONDITIONING | SMOOTHING"
"알파-아이소메틸아이오논","Alpha-Isomethyl Ionone","ALPHA-ISOMETHYL IONONE","SKIN CONDITIONING | PERFUMING"
"알파-알부틴","Alpha-Arbutin","ALPHA-ARBUTIN","ANTIOXIDANT | BLEACHING | SKIN CONDITIONING - MISCELLANEOUS"
"암모늄글리시리제이트","Ammonium Glycyrrhizate","AMMONIUM GLYCYRRHIZATE","FRAGRANCE | FLAVOURING | SKIN CONDITIONING - MISCELLANEOUS"
"암모늄폴리아크릴로일다이메틸타우레이트","Ammonium Polyacryloyldimethyl Taurate","AMMONIUM POLYACRYLOYLDIMETHYL TAURATE","EMULSION STABILISING | VISCOSITY CONTROLLING"
"애기부들이삭추출물","Typha Angustifolia Spike Extract","TYPHA ANGUSTIFOLIA SPIKE EXTRACT","SKIN CONDITIONING"
"야니아 루벤스추출물","Jania Rubens Extract","JANIA RUBENS EXTRACT","SKIN CONDITIONING"
"야생딸기잎추출물","Fragaria Vesca (Strawberry) Leaf Extract","FRAGARIA VESCA LEAF EXTRACT","ASTRINGENT | SKIN CONDITIONING"
"야생딸기추출물","Fragaria Vesca (Strawberry) Fruit Extract","FRAGARIA VESCA FRUIT EXTRACT","ASTRINGENT | SKIN CONDITIONING"
"야콘뿌리즙","Polymnia Sonchifolia Root Juice","POLYMNIA SONCHIFOLIA ROOT JUICE","SKIN CONDITIONING"
"약모밀추출물","Houttuynia Cordata Extract","HOUTTUYNIA CORDATA EXTRACT","SKIN CONDITIONING"
"양까막까치밥나무씨오일","Ribes Nigrum (Black Currant) Seed Oil","RIBES NIGRUM SEED OIL","SKIN CONDITIONING - EMOLLIENT"
"양까막까치밥나무열매추출물","Ribes Nigrum (Black Currant) Fruit Extract","RIBES NIGRUM FRUIT EXTRACT","ASTRINGENT | SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | PERFUMING"
"양까막까치밥나무잎추출물","Ribes Nigrum (Black Currant) Leaf Extract","RIBES NIGRUM LEAF EXTRACT","SKIN CONDITIONING | PERFUMING"
"양배추추출물","Brassica Oleracea Capitata (Cabbage) Leaf Extract","BRASSICA OLERACEA CAPITATA LEAF/STEM EXTRACT","ANTIOXIDANT | SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | NAIL CONDITIONING"
"양벚나무열매추출물","Prunus Avium (Sweet Cherry) Fruit Extract","PRUNUS AVIUM FRUIT EXTRACT","SKIN CONDITIONING"
"양파추출물","Allium Cepa (Onion) Bulb Extract","ALLIUM CEPA BULB EXTRACT","SKIN CONDITIONING"
"어리연꽃추출물","Nymphoides Indica Extract","NYMPHOIDES INDICA EXTRACT","HUMECTANT | SKIN CONDITIONING - HUMECTANT"
"얼룩조릿대잎추출물","Sasa Veitchii Leaf Extract","SASA VEITCHII LEAF EXTRACT","SKIN CONDITIONING"
"얼룩파인애플추출물","Ananas Sativus (Pineapple) Fruit Extract","ANANAS SATIVUS FRUIT EXTRACT","SKIN CONDITIONING"
"엉겅퀴추출물","Cirsium (Thistle) Extract","CIRSIUM FLOWER/LEAF/STEM EXTRACT","SKIN CONDITIONING"
"에난티아 클로란타껍질추출물","Enantia Chlorantha Bark Extract","ENANTIA CHLORANTHA BARK EXTRACT","SKIN CONDITIONING"
"에델바이스추출물","Leontopodium Alpinum Extract","LEONTOPODIUM ALPINUM EXTRACT","SKIN CONDITIONING"
"에델바이스캘러스배양추출물","Leontopodium Alpinum Callus Culture Extract","LEONTOPODIUM ALPINUM CALLUS EXTRACT","SKIN CONDITIONING"
"에르고티오네인","Ergothioneine","ERGOTHIONEINE","ANTIOXIDANT | SKIN CONDITIONING - MISCELLANEOUS"
"에리스리톨","Erythritol","ERYTHRITOL","HUMECTANT | MOISTURISING | SKIN CONDITIONING"
"에버라스팅꽃수","Helichrysum Italicum Flower Water","HELICHRYSUM ITALICUM FLOWER WATER","SKIN CONDITIONING"
"에버라스팅추출물","Helichrysum Italicum Extract","HELICHRYSUM ITALICUM FLOWER EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"에스신","Escin","ESCIN","TONIC"
"에스에이치-데카펩타이드-7","sh-Decapeptide-7","TRIPEPTIDE-7 SH-DECAPEPTIDE-9","SKIN PROTECTING"
"에스에이치-옥타펩타이드-4","sh-Octapeptide-4","CAFFEOYL SH-OCTAPEPTIDE-4","ANTIOXIDANT | SKIN PROTECTING"
"에스에이치-올리고펩타이드-1","sh-Oligopeptide-1","SH-OLIGOPEPTIDE-1 SP","NOT REPORTED"
"에스에이치-올리고펩타이드-2","sh-Oligopeptide-2","SILKWORM SH-OLIGOPEPTIDE-2","SKIN CONDITIONING"
"에스에이치-올리고펩타이드-23에스피","sh-Oligopeptide-23 SP","SH-OLIGOPEPTIDE-23 SP","SKIN CONDITIONING"
"에스에이치-올리고펩타이드-9","sh-Oligopeptide-9","SH-OLIGOPEPTIDE-9","HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING"
"에스에이치-펜타펩타이드-9","sh-Pentapeptide-9","SH-PENTAPEPTIDE-9 SP AMIDE","ANTIMICROBIAL | ANTIOXIDANT | HAIR CONDITIONING | HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING"
"에스에이치-폴리펩타이드-1","sh-Polypeptide-1","POTATO SH-POLYPEPTIDE-1","SKIN PROTECTING"
"에스에이치-폴리펩타이드-10","sh-Polypeptide-10","SH-POLYPEPTIDE-10","SKIN CONDITIONING"
"에스에이치-폴리펩타이드-11","sh-Polypeptide-11","POTATO SH-POLYPEPTIDE-11","SKIN PROTECTING"
"에스에이치-폴리펩타이드-121","sh-Polypeptide-121","SH-POLYPEPTIDE-121","FILM FORMING | SKIN CONDITIONING"
"에스에이치-폴리펩타이드-14","sh-Polypeptide-14","SH-POLYPEPTIDE-14","HAIR CONDITIONING | SKIN PROTECTING"
"에스에이치-폴리펩타이드-16","sh-Polypeptide-16","SH-POLYPEPTIDE-16","SKIN PROTECTING"
"에스에이치-폴리펩타이드-19","sh-Polypeptide-19","R-(SH-POLYPEPTIDE-19 DECAPEPTIDE-40)","SKIN CONDITIONING - MISCELLANEOUS"
"에스에이치-폴리펩타이드-22","sh-Polypeptide-22","R-(SH-POLYPEPTIDE-22 DECAPEPTIDE-40)","SKIN CONDITIONING - MISCELLANEOUS"
"에스에이치-폴리펩타이드-3","sh-Polypeptide-3","BARLEY SH-POLYPEPTIDE-3","SKIN CONDITIONING"
"에스에이치-폴리펩타이드-4","sh-Polypeptide-4","SH-POLYPEPTIDE-4","ANTIOXIDANT | HAIR CONDITIONING | SKIN CONDITIONING"
"에스에이치-폴리펩타이드-59","sh-Polypeptide-59","SH-POLYPEPTIDE-59 DIMER","SKIN CONDITIONING - MISCELLANEOUS"
"에스에이치-폴리펩타이드-9","sh-Polypeptide-9","RICE SH-POLYPEPTIDE-9 DIMER","HUMECTANT | SKIN CONDITIONING"
"에이코세인","Eicosane","EICOSANE","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SOLVENT | PERFUMING"
"에칠헥실메톡시신나메이트","Ethylhexyl Methoxycinnamate","ETHYLHEXYL METHOXYCINNAMATE","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"에칠헥실살리실레이트","Ethylhexyl Salicylate","ETHYLHEXYL SALICYLATE","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"에칠헥실트리아존","Ethylhexyl Triazone","ETHYLHEXYL TRIAZONE","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"에키움 플란타기네움씨오일","Echium Plantagineum Seed Oil","ECHIUM PLANTAGINEUM SEED OIL","SKIN CONDITIONING | SOLVENT"
"에탄올","Alcohol","ALCOHOL","ANTIFOAMING | ANTIMICROBIAL | ASTRINGENT | FRAGRANCE | SOLVENT | VISCOSITY CONTROLLING"
"에톡시다이글라이콜","Ethoxydiglycol","ETHOXYDIGLYCOL ACRYLATE","FILM FORMING"
"에틸렌브라실레이트","Ethylene Brassylate","ETHYLENE BRASSYLATE","FRAGRANCE | TONIC"
"에틸리날룰","Ethyl Linalool","ETHYL LINALOOL","FRAGRANCE | PERFUMING"
"에틸리놀리에이트","Ethyl Linoleate","ETHYL LINOLEATE","SKIN CONDITIONING - EMOLLIENT | PERFUMING"
"에틸마카다미에이트","Ethyl Macadamiate","ETHYL MACADAMIATE","SKIN CONDITIONING"
"에틸멘탄카복사마이드","Ethyl Menthane Carboxamide","ETHYL MENTHANE CARBOXAMIDE","TONIC"
"에틸셀룰로오스","Ethylcellulose","ETHYLCELLULOSE","BINDING | FILM FORMING | VISCOSITY CONTROLLING"
"에틸아이소스테아레이트","Ethyl Isostearate","ETHYL ISOSTEARATE","SKIN CONDITIONING - EMOLLIENT"
"에틸파라벤","Ethylparaben","SODIUM ETHYLPARABEN","PRESERVATIVE"
"에틸페룰레이트","Ethyl Ferulate","COCONUT OIL ETHYL FERULATE ESTERS","ABSORBENT | ANTIOXIDANT | HAIR CONDITIONING | HUMECTANT | SKIN CONDITIONING"
"에틸헥산다이올","Ethyl Hexanediol","ETHYL HEXANEDIOL","SOLVENT"
"에틸헥실글리세린","Ethylhexylglycerin","ETHYLHEXYLGLYCERIN","DEODORANT | SKIN CONDITIONING"
"에틸헥실스테아레이트","Ethylhexyl Stearate","ETHYLHEXYL STEARATE","SKIN CONDITIONING - EMOLLIENT"
"에틸헥실올리베이트","Ethylhexyl Olivate","ETHYLHEXYL OLIVATE","SKIN CONDITIONING"
"에틸헥실팔미테이트","Ethylhexyl Palmitate","ETHYLHEXYL PALMITATE","SKIN CONDITIONING - EMOLLIENT | PERFUMING"
"에틸헥실펠라고네이트","Ethylhexyl Pelargonate","ETHYLHEXYL PELARGONATE","SKIN CONDITIONING - EMOLLIENT"
"에틸헥실하이드록시스테아레이트","Ethylhexyl Hydroxystearate","ETHYLHEXYL PELARGONATE","SKIN CONDITIONING - EMOLLIENT"
"에피갈로카테킨갈레이트","Epigallocatechin Gallate","EPIGALLOCATECHIN GALLATE SAFFLOWERATE","ANTIMICROBIAL"
"에피갈로카테킨갈레이틸글루코사이드","Epigallocatechin Gallatyl Glucoside","EPIGALLOCATECHIN GALLATYL GLUCOSIDE","ANTIOXIDANT | SKIN CONDITIONING"
"엑토인","Ectoin","ECTOIN","SKIN CONDITIONING"
"엔도미세스발효여과물","Endomyces Ferment Filtrate","ENDOMYCES FERMENT FILTRATE","SKIN CONDITIONING"
"엔히드로박테르 아에로사쿠스발효추출여과물","Enhydrobacter Aerosaccus Ferment Extract Filtrate","ENDOMYCES FERMENT FILTRATE","SKIN CONDITIONING"
"엘더꽃추출물","Sambucus Nigra Flower Extract","ENHYDROBACTER AEROSACCUS FERMENT EXTRACT FILTRATE","SKIN CONDITIONING - EMOLLIENT"
"엘라스틴","Elastin","ELASTIN","SKIN CONDITIONING | SMOOTHING"
"여뀌추출물","Persicaria Hydropiper Extract","PERSICARIA HYDROPIPER SPROUT EXTRACT","SKIN CONDITIONING - HUMECTANT"
"여름송로추출물","Tuber Aestivum Extract","TUBER AESTIVUM EXTRACT","SKIN PROTECTING"
"여주열매추출물","Momordica Charantia Fruit Extract","MOMORDICA CHARANTIA FRUIT EXTRACT","HAIR CONDITIONING | SKIN CONDITIONING"
"연꽃뿌리추출물","Nelumbo Nucifera Root Extract","NELUMBO NUCIFERA ROOT EXTRACT","SKIN CONDITIONING"
"연꽃잎추출물","Nelumbo Nucifera Leaf Extract","NELUMBO NUCIFERA LEAF EXTRACT","SKIN CONDITIONING"
"연꽃추출물","Nelumbo Nucifera Extract","NELUMBO NUCIFERA EXTRACT","SKIN CONDITIONING"
"연어알추출물","Salmon Egg Extract","SALMON EGG EXTRACT","NOT REPORTED"
"연옥가루","Nephrite Powder","NEPHRITE POWDER","ABRASIVE | ANTICAKING | BULKING"
"연필향나무오일","Juniperus Virginiana Oil","JUNIPERUS VIRGINIANA OIL","FRAGRANCE | TONIC"
"염소유추출물","Goat Milk Extract","GOAT MILK EXTRACT","NOT REPORTED"
"영지버섯줄기추출물","Ganoderma Lucidum (Mushroom) Stem Extract","GANODERMA LUCIDUM STEM EXTRACT","SKIN CONDITIONING"
"영지버섯추출물","Ganoderma Lucidum (Mushroom) Extract","GANODERMA LUCIDUM MYCELIUM EXTRACT","SKIN CONDITIONING"
"영하구기자추출물","Lycium Barbarum Fruit Extract","LYCIUM BARBARUM FRUIT EXTRACT","ASTRINGENT | HAIR CONDITIONING | SKIN CONDITIONING"
"옐로우체이스트위드추출물","Helichrysum Arenarium Extract","HELICHRYSUM ARENARIUM FLOWER EXTRACT","SKIN CONDITIONING"
"오레가노잎추출물","Origanum Vulgare Leaf Extract","ORIGANUM VULGARE LEAF EXTRACT","SKIN CONDITIONING"
"오레가노추출물","Origanum Vulgare Extract","ORIGANUM VULGARE EXTRACT","SKIN CONDITIONING"
"오렌지껍질오일","Citrus Aurantium Dulcis (Orange) Peel Oil,Citrus Aurantium Dulcis (Orange) Peel Oil Expressed","CITRUS AURANTIUM DULCIS PEEL OIL","FRAGRANCE | SKIN CONDITIONING"
"오렌지껍질추출물","Citrus Aurantium Dulcis (Orange) Peel Extract","CITRUS AURANTIUM DULCIS PEEL EXTRACT","BINDING | EMULSION STABILISING | SKIN CONDITIONING | VISCOSITY CONTROLLING | PERFUMING"
"오렌지꽃수","Citrus Aurantium Dulcis (Orange) Flower Water","CITRUS AURANTIUM DULCIS FLOWER WATER","SKIN CONDITIONING"
"오렌지꽃오일","Citrus Aurantium Dulcis (Orange) Flower Oil","CITRUS AURANTIUM DULCIS FLOWER WATER","SKIN CONDITIONING"
"오렌지꽃추출물","Citrus Aurantium Dulcis (Orange) Flower Extract","CITRUS AURANTIUM DULCIS FLOWER EXTRACT","SKIN CONDITIONING"
"오렌지수","Citrus Aurantium Dulcis (Orange) Fruit Water","CITRUS AURANTIUM DULCIS FRUIT WATER","FRAGRANCE"
"오렌지오일","Citrus Aurantium Dulcis (Orange) Oil","CITRUS AURANTIUM DULCIS PEEL OIL","FRAGRANCE | SKIN CONDITIONING"
"오렌지추출물","Citrus Aurantium Dulcis (Orange) Fruit Extract","CITRUS AURANTIUM DULCIS FRUIT EXTRACT","FRAGRANCE | SKIN CONDITIONING"
"오르니틴","Ornithine","CITRUS AURANTIUM DULCIS FRUIT EXTRACT","FRAGRANCE | SKIN CONDITIONING"
"오르메니스 물티카울리스오일","Ormenis Multicaulis Oil","ORMENIS MULTICAULIS FLOWER OIL","PERFUMING | FRAGRANCE | SKIN CONDITIONING - MISCELLANEOUS"
"오리스뿌리추출물","Iris Florentina Root Extract","IRIS FLORENTINA ROOT EXTRACT","FRAGRANCE | TONIC"
"오리자놀","Oryzanol","HYDROLYZED ORYZANOL","SKIN CONDITIONING"
"오미자추출물","Schisandra Chinensis Fruit Extract","SCHISANDRA CHINENSIS FRUIT EXTRACT","SKIN CONDITIONING"
"오이열매추출물","Cucumis Sativus (Cucumber) Fruit Extract","CUCUMIS SATIVUS FRUIT EXTRACT","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"오이추출물","Cucumis Sativus (Cucumber) Extract","CUCUMIS SATIVUS SEED EXTRACT","SKIN CONDITIONING"
"오이풀뿌리추출물","Poterium Officinale Root Extract,Sanguisorba officinalis Root Extract","CUCUMIS SATIVUS SEED EXTRACT","SKIN CONDITIONING"
"오일팜오일","Elaeis Guineensis (Palm) Oil","ELAEIS GUINEENSIS OIL","SKIN CONDITIONING - EMOLLIENT"
"오일팜커넬오일","Elaeis Guineensis (Palm) Kernel Oil","PALM KERNEL WAX","SKIN CONDITIONING"
"오죽잎추출물","Phyllostachys Nigra Leaf Extract","PHYLLOSTACHYS NIGRA LEAF EXTRACT","SKIN CONDITIONING"
"오죽즙","Phyllostachys Nigra Juice","PHYLLOSTACHYS NIGRA JUICE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"오카무라큰실말추출물","Cladosiphon Okamuranus Extract","CLADOSIPHON OKAMURANUS EXTRACT","SKIN CONDITIONING"
"옥수수오일","Zea Mays (Corn) Oil","ZEA MAYS OIL","SURFACTANT - EMULSIFYING | HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"옥수수전분","Zea Mays (Corn) Starch","ZEA MAYS STARCH","ABRASIVE | ABSORBENT | ANTICAKING | SKIN PROTECTING | VISCOSITY CONTROLLING"
"옥수수커넬추출물","Zea Mays (Corn) Kernel Extract","ZEA MAYS KERNEL EXTRACT","BINDING | BULKING"
"옥시다이즈드글루타티온","Oxidized Glutathione","OXIDIZED GLUTATHIONE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"옥타데센","Octadecene","OCTADECENE","SOLVENT | VISCOSITY CONTROLLING"
"옥타데케인","Octadecane","OCTADECANE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SOLVENT | PERFUMING"
"옥탄다이올","Octanediol","OCTANEDIOL","PLASTICISER"
"옥토크릴렌","Octocrylene","OCTOCRYLENE","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"옥틸도데세스-16","Octyldodeceth-16","OCTYLDODECETH-16","SURFACTANT - EMULSIFYING"
"옥틸도데실네오펜타노에이트","Octyldodecyl Neopentanoate","OCTYLDODECYL NEOPENTANOATE","SKIN CONDITIONING - EMOLLIENT"
"옥틸도데실미리스테이트","Octyldodecyl Myristate","OCTYLDODECYL MYRISTATE","SKIN CONDITIONING - EMOLLIENT"
"옥틸도데실스테아로일스테아레이트","Octyldodecyl Stearoyl Stearate","OCTYLDODECYL STEAROYL STEARATE","SKIN CONDITIONING - EMOLLIENT | VISCOSITY CONTROLLING"
"옥틸도데칸올","Octyldodecanol","OCTYLDODECANOL","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SOLVENT | PERFUMING"
"온천수","Onsen-Sui","AQUA","SOLVENT"
"올레라케아아크멜라추출물","Acmella Oleracea Extract","ACMELLA OLERACEA EXTRACT","SKIN PROTECTING"
"올레스-10","Oleth-10","OZONIZED OLETH-10","ANTIMICROBIAL | CLEANSING | SURFACTANT - CLEANSING"
"올레아놀릭애씨드","Oleanolic Acid","OLEANOLIC ACID","SKIN CONDITIONING"
"올레익애씨드","Oleic Acid","OLEIC ACID","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING"
"올레일에루케이트","Oleyl Erucate","DIMETHICONE/VINYL DIMETHICONE/OLEYL ERUCATE CROSSPOLYMER","FILM FORMING"
"올리고펩타이드-1","Oligopeptide-1","SH-OLIGOPEPTIDE-1 SP","NOT REPORTED"
"올리고펩타이드-2","Oligopeptide-2","OLIGOPEPTIDE-2","SKIN CONDITIONING"
"올리고펩타이드-24","Oligopeptide-24","OLIGOPEPTIDE-24","SKIN CONDITIONING"
"올리고펩타이드-29","Oligopeptide-29","ACETYL SH-OLIGOPEPTIDE-29 SP","SKIN CONDITIONING | SKIN PROTECTING"
"올리고펩타이드-32","Oligopeptide-32","SH-OLIGOPEPTIDE-32 SP","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING - MISCELLANEOUS"
"올리고펩타이드-34","Oligopeptide-34","OLIGOPEPTIDE-34","SKIN CONDITIONING"
"올리고펩타이드-4","Oligopeptide-4","GLYCYL SH-OLIGOPEPTIDE-4","SKIN CONDITIONING"
"올리고펩타이드-6","Oligopeptide-6","OLIGOPEPTIDE-6","SKIN CONDITIONING"
"올리브나무잎추출물","Olea Europaea (Olive) Leaf Extract","OLEA EUROPAEA LEAF EXTRACT","SKIN CONDITIONING | PERFUMING"
"올리브오일","Olea Europaea (Olive) Fruit Oil","OLEA EUROPAEA FRUIT OIL ETHYL ESTER","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SKIN PROTECTING"
"올리브오일데실에스터","Olive Oil Decyl Esters","HYDROGENATED OLIVE OIL DECYL ESTERS","EMULSION STABILISING | FILM FORMING | HAIR CONDITIONING"
"올리브오일폴리글리세릴-6에스터","Olive Oil Polyglyceryl-6 Esters","OLIVE OIL POLYGLYCERYL-6 ESTERS","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING"
"와일드인디고뿌리추출물","Baptisia Tinctoria Root Extract","BAPTISIA TINCTORIA ROOT EXTRACT","SKIN CONDITIONING"
"와일드티즐추출물","Dipsacus Sylvestris Extract","DIPSACUS SYLVESTRIS EXTRACT","SKIN CONDITIONING"
"왕귤껍질오일","Citrus Grandis (Grapefruit) Peel Oil","CITRUS GRANDIS PEEL OIL","FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"왕대수액","Phyllostachys Bambusoides Juice","PHYLLOSTACHYS BAMBUSOIDES STEM JUICE","HUMECTANT | SKIN CONDITIONING"
"왕질경이씨추출물","Plantago Major Seed Extract","PLANTAGO MAJOR SEED EXTRACT","SKIN CONDITIONING"
"왜당귀뿌리수","Angelica Acutiloba Root Water","ANGELICA ACUTILOBA ROOT WATER","SKIN CONDITIONING"
"왜당귀뿌리추출물","Angelica Acutiloba Root Extract","ANGELICA ACUTILOBA ROOT EXTRACT","SKIN CONDITIONING"
"요엽후박나무껍질추출물","Magnolia Officinalis Bark Extract","MAGNOLIA OFFICINALIS BARK EXTRACT","ANTIMICROBIAL | SKIN CONDITIONING"
"우라실","Uracil","URACIL","SKIN CONDITIONING"
